User Id,Username,Comment Text,Date
193093048,maeseleiva,"I will Be in Barcelona Show... With Mr Big VIP Experience... Can I saw your soundcheck too, pleaseeeee!!",2017-10-26 00:03
1995144866,bfidol,🤘❤️,2017-10-26 00:47
37078739,celine_by_csb,Le meilleur indeed !,2017-10-26 14:17
193093048,maeseleiva,Thats my deal @theanswerrock ... Home Spanish Omelette and Red Wine for a Soundcheck in Barcelona!!,2017-10-26 14:47
193197070,vikingmoonracer,This is Spinal Tap moment,2017-10-26 17:06
2868928,reilnice,get that boy a veggie buger..🍔,2017-10-26 17:56
228665421,allesueber,Dearest greetings to your  awesome merch guy!  He convinced me to buy one because it's Paul on the t-shirt. Who would not want Paul on a T-shirt? 😁,2017-10-27 10:23
3601938860,paulhouterman,On my way 🤘🏾,2017-10-27 16:52
1995144866,bfidol,You guys are the best! Had a blast! 🤘🤘❤️❤️,2017-10-27 22:34
3276926892,_em.wu_,Have fun! Cheers😊,2017-10-28 18:23
281726085,johnvlandry,😜🍺😎,2017-10-29 01:33
3276926892,_em.wu_,Have fun! Cheers😊,2017-10-28 18:23
281726085,johnvlandry,😜🍺😎,2017-10-29 01:33
368483160,deniserodriguez81,Say hi to Danny,2017-11-23 16:54
254518220,andycolbert,Awesome!!!,2017-11-23 20:18
402751609,pinkysapartment,😻😻😻,2017-11-23 23:35
254518220,andycolbert,The Hard Rock Café?!? 😳😉,2017-11-02 17:18
328130337,satanistgoyda,Thank U for Gothenburg ❤️ im listing U right now 😁,2017-11-02 17:45
4048986313,nicklish_77,Paul not happy with just the one scoop?,2017-11-02 17:56
47988240,widcombeboy,Rock n roll boys,2017-11-02 20:16
2130000157,jonnymccord,Hope all is ok with Cormac!!,2017-11-02 20:43
254518220,andycolbert,You did! 😂 At least you experienced Tullen last night!  Great to see you! Safe onwards journeys! 👊,2017-11-02 21:38
1619493772,shonacuttphotography,"Send my best wishes to Cormo, and good luck Dan!",2017-11-03 00:45
3525818713,vakilandophotos,"Hope, everything is ok with Cormac! All the best for you guys!",2017-11-03 19:42
2126133198,rowenadavies,"Hope he is man, and the lil dude is cool too x x x",2017-11-04 09:15
2126133198,rowenadavies,#hope he is ok that meant to say😣,2017-11-04 09:16
1833790078,theanswerpm,Looks like something Richard Page of Mr Mister would play!killer!,2017-11-03 15:51
286912577,philthom96,Reminds me of the yamaha video,2017-11-03 17:04
37078739,celine_by_csb,Great pic Micky!!!,2017-11-03 12:12
3301797843,gabriel_photographyy,wow😊,2017-11-13 19:27
6337360310,mrbigtwinhamburg,😆this looks like fun..have some  more ... drink one...three ..fife for me😂,2017-11-13 19:32
4488660854,susie.collins69,You got space for another one there in your left hand cormac 😁,2017-11-13 20:01
1619493772,shonacuttphotography,Have you killed Dave?!,2017-11-13 20:14
254518220,andycolbert,"Beats The Hard Rock, I'm sure! 😉",2017-11-13 21:55
1312562171,andiveze,Cool stuff 🔥,2017-11-14 03:44
6337360310,mrbigtwinhamburg,Headache?..I hope you have a tablet guys 😆,2017-11-14 14:14
237349510,georgerauscher,"TOP! ...like it :*, George",2017-11-15 09:34
2126133198,rowenadavies,Love you guys so much!🤘😁💘😎😄,2017-11-15 19:15
55252550,nevilledrew,"Miss you guys...come to Nashville and visit, Dawn will make ya’ll pancakes too 😊",2017-11-20 05:22
6337360310,mrbigtwinhamburg,Prost..cold there..😧,2017-11-13 16:21
4800926648,simon_wm,Go and enjoy a few beers #hofbräuhaus,2017-11-13 17:07
2126133198,rowenadavies,am so excited for SUNDAY!!🤘💖😘😍😎😆😁🤘,2017-11-15 19:55
544813145,jenbluesnake,Nice aass.😉,2017-11-03 21:05
176156040,animal2901,Cheers. 🍻,2017-11-04 17:49
6337360310,mrbigtwinhamburg,Step by Step back home..have a nice trip😊,2017-11-15 20:14
6337360310,mrbigtwinhamburg,😎love it..hoping for another chance to see you live.. have fun.. 😆,2017-11-07 17:44
2101294415,erinlambert122,Absolutely amazing Cormac!! 😉,2017-11-09 20:46
4775176446,roadmapaus,💯,2018-12-20 08:20
3038951203,dazmow,Motorway is shut!!,2017-11-08 17:34
6337360310,mrbigtwinhamburg,🤗enjoy Spain..good wine..lovely people..stay healthy..,2017-11-08 17:35
4488660854,susie.collins69,@dazmow you would hope 😁,2017-11-08 18:30
31165019,nuriagg8,Welcome!,2017-11-09 10:34
500802186,debbywebbyrocks,Nice..wish I was there..🌞..x,2017-11-09 15:42
254518220,andycolbert,Jealous!!!,2017-11-09 21:57
6337360310,mrbigtwinhamburg,nice pic..infect them  with your  music..i know you can 😆,2017-11-09 13:36
193093048,maeseleiva,Wait for me... In 40 minutes I'll Be there,2017-11-09 13:37
254518220,andycolbert,Super cool! 😎,2017-11-09 14:55
1746064623,barry.kearney,Real Gary Moore vibe about that Strat Paul 👍,2017-11-09 20:02
1293138647,marta_martrix,"What a great show, guys you rock ✌👊👍👍👍👍",2017-11-09 22:53
2056802023,macufe92,😄😄,2017-11-18 05:43
6337360310,mrbigtwinhamburg,😭so sad..,2017-11-21 16:47
4855648231,ramon_42.39.56,Like many of us. The most disciplined tightest right hand in rock 'n' roll has gone. Malcolm I salute you Sir!!,2017-11-21 17:03
2302588469,rogernee,😔,2017-11-21 17:06
11726572,rileybratcher_,Seeing you open for AC/DC is what turned me on to you guys! Bands like you are exactly what will keep good music alive. Malcolm's influence lives on ❤🙌,2017-11-21 18:50
1506741214,rocker_jas,Great photo,2017-11-22 20:53
368483160,deniserodriguez81,😢,2017-11-23 19:04
6337360310,mrbigtwinhamburg,😭so sad..,2017-11-21 16:47
4855648231,ramon_42.39.56,Like many of us. The most disciplined tightest right hand in rock 'n' roll has gone. Malcolm I salute you Sir!!,2017-11-21 17:03
2302588469,rogernee,😔,2017-11-21 17:06
11726572,rileybratcher_,Seeing you open for AC/DC is what turned me on to you guys! Bands like you are exactly what will keep good music alive. Malcolm's influence lives on ❤🙌,2017-11-21 18:50
1506741214,rocker_jas,Great photo,2017-11-22 20:53
368483160,deniserodriguez81,😢,2017-11-23 19:04
4145381,mabellemichel,Happy birthday Paul!! 🎉,2017-11-22 15:43
1979268404,themrskateray,Happy birthday Paul xx,2017-11-22 15:43
5434600098,aubrygeneharris,Nice,2017-11-22 15:52
35788170,shininglightfrommars,Happy birthday Paul! See you in abit for a beer 🍻,2017-11-22 16:14
384383275,alixinpictures,Happy rocking birthday to you 🎂,2017-11-22 16:23
6337360310,mrbigtwinhamburg,Haaappyyyy...no..I better not sing..looks like a man in his best jears.. have a wonderful day/party😆,2017-11-22 17:13
3276926892,_em.wu_,Happy B-day Paul😘🎂🍾🍾🍾 Rock on!,2017-11-22 17:40
228665421,allesueber,Happy Birthday!,2017-11-22 19:00
5434600098,aubrygeneharris,I sure miss u guys,2017-11-23 02:57
6337360310,mrbigtwinhamburg,Cool..have a great time,2017-12-16 18:40
20717876,hamcr26,@darren_beck13 @jbell388 @craig_andrew,2017-12-16 19:20
1464323707,melbeck69,"Awesome show, was great to see you’d all again 🤟🏼",2017-12-17 02:30
28100248,sheryllmck,Fab night guys! Cheers 🤘🏻,2017-12-17 21:39
286912577,philthom96,What a set list,2017-12-16 21:27
6337360310,mrbigtwinhamburg,..everyone is great..,2017-12-16 21:30
4488660854,susie.collins69,That's a world class setlist!,2017-12-16 21:57
3525818713,vakilandophotos,What about the lemon?,2017-12-16 22:13
500802186,debbywebbyrocks,Ahhh rats Pride!!!! 😒,2017-12-16 22:28
1464323707,melbeck69,Was a good night,2017-12-17 02:31
193197070,vikingmoonracer,No “Tonight”? 😔,2017-12-17 18:05
2126133198,rowenadavies,"It was incredible guys, thankyou so so much for a perfect evening last nyt, I loved every second! And then today's @theunholygospelband gig at @fibbermagees.ie was also epic, thankyou so much for everything, I am so far above cloud 9 right now that I think I am currently chasing Stars!",2017-12-17 20:41
1632078373,justnanne,😅😅👌,2018-03-02 16:20
679267944,daymo.666,🤘,2018-03-02 16:39
6337360310,mrbigtwinhamburg,👍so cute ..I am melting away😁,2018-03-02 17:29
1680655462,kadelft,✌️☃️,2018-03-02 17:44
281726085,johnvlandry,Ha!,2018-03-02 19:39
6982554619,davrockt,Rock on 🤘😎,2018-03-03 14:20
6337360310,mrbigtwinhamburg,I am sure it will be great..have fun 😎👍,2018-02-20 20:07
3958700687,medina_wreckage,Damn and I leave uk on the 25th :(,2018-02-20 20:33
8228884823,bloodaxevikings,He looks like he'd seel ya a caravan and a dag,2018-09-22 18:41
1448314148,addguactolife,Amazing album from start to finish.,2018-04-26 15:14
226882204,d.mcc89,@theanswerrock amazing album,2018-04-26 15:27
3304345064,joey___franco,Saw you guys when you were opening for AC/DC on the black ice tour,2018-04-26 15:45
5434600098,aubrygeneharris,Amazing,2018-04-26 15:45
6422022913,corporalcormo,Holy shit. Remember it like it was last week,2018-04-26 16:30
6337360310,mrbigtwinhamburg,😁listen to your music  since the last tour with Mr Big..this album is my absolutely  favorite..can't  get enough of it..love every song..😚,2018-04-26 17:59
2721642852,pauljamescunningham,Great Album,2018-04-26 18:04
5434600098,aubrygeneharris,Some cool brothers rocking some killer tunes,2018-04-26 18:34
193197070,vikingmoonracer,Tonight is still my favorite song of yours!,2018-04-26 18:47
2236408434,gnarkats,🤘🏼🤘🏼🤘🏼🤘🏼,2018-04-26 20:57
1833790078,theanswerpm,When we were kings!,2018-04-27 08:17
6337360310,mrbigtwinhamburg,🤔I am out.. 😁,2018-06-20 20:02
5434600098,aubrygeneharris,Come back to ardmore,2018-06-20 20:10
6337360310,mrbigtwinhamburg,Is there any chance of new songs someday?🙄,2018-06-20 20:35
194666158,pablo_beercastro,2007?,2018-06-20 20:43
6337360310,mrbigtwinhamburg,😥😁🤘,2018-06-20 21:20
5687665636,tytie42,Any chance of celebrating your 10 year anniversary of last playing in California by coming back?,2018-06-20 22:04
500802186,debbywebbyrocks,2008,2018-06-20 22:11
3038951203,dazmow,1976??,2018-06-21 15:16
4829620495,cackneeson,What year did James turn 6? 🤔,2018-06-22 06:12
6337360310,mrbigtwinhamburg,😎🤘have fun,2018-09-09 15:57
1455062522,anita_tnt,"Woooow, i was there on 2007!! The festival where I discovered @theanswerrock ❤❤",2018-09-09 17:12
176639500,highvoltagerandr,Awesome day! First time I saw you guys and @blackstonecherryofficial live!! Aerosmith were good but you and BSC knocked them out of the park! 😎🤘😎,2018-09-09 17:14
7085121386,juliane_ice,"Aaaww, so young and cute! 😍😋😁",2018-09-09 18:55
4670555908,mrandmrsflavour,❤❤,2018-09-09 22:25
1242070375,emiloo82,@heather2106 we were there! In the rain!,2018-09-10 22:00
183014511,heather2106,"@emiloo82 oh my days, 11 years ago!!!",2018-09-10 22:12
3271645102,johnnyobriant,Hurry back to the USA,2018-09-11 01:48
26117859,juniorgb,I just saw your recent photos. It looks like your photos are getting better with time imo 😉👌,2018-09-25 12:39
6337360310,mrbigtwinhamburg,👍 a masterpiece..I love it..,2018-09-25 12:44
2130000157,jonnymccord,Awesome album. I. Ust have listened to it for 3 years stright. Lol still do today. 🤘,2018-09-25 13:05
193197070,vikingmoonracer,Tonight is still one of my favorites! Hoping for a new album in the near future.,2018-09-25 13:13
3302978347,abiiyanez,A marvelous work! No doubt,2018-09-25 13:50
267115803,theshapers,Great!🔥🔥🔥,2018-09-25 14:13
303929315,danne_ericsson,Great album! Keep Rockin 🤘🤘,2018-09-25 14:24
179109475,scottidaly21,"Genuinely consider it one my my most favourite albums ever. Up there with Appetite for Destruction, not 1 bad song on the whole album.",2018-09-25 14:33
4195574616,sandra_delaney62,"Ah, love seeing you guys live. Anything coming up in the future ???",2018-09-25 15:06
1455062522,anita_tnt,Great album!! @theanswerrock,2018-09-25 15:41
3276926892,_em.wu_,Still one of my Favourite💖💖💖🔥🤘🤘🤘Can't wait to see You live again 🤘💖,2018-09-25 16:30
193093048,maeseleiva,Ou yeaaaaaah!!!! 10 years... Still remember rocking as ACDC support band in Barcelona... Great record! You guys are one of my favourite bands ever!!,2018-09-25 18:26
176156040,animal2901,"Was only listening to this in work earlier! Too Far Gone is my favorite, those rumbling drums at the start leading up to the pause (at that point is where i turn the volume right up) and then a blistering rock tune with the best use of a stutter since My Generation! Also really need to hear Evil Man live! 🤘🎤🎸",2018-09-25 20:56
4195574616,sandra_delaney62,@theanswerrock 😍😍,2018-09-25 21:29
635290950,slothman1324,Fantastic album,2018-09-25 21:50
272416813,creativospluss,"The best band of this planet, please come to México City.",2018-09-25 23:34
2052140055,minerpdelamor,"I was in that concert, FANTASTIC concert and album",2018-09-26 01:21
266564807,therealpehor,Waiting for you in Italy...... ❤️,2018-09-26 10:26
6422022913,corporalcormo,Come on down folks. Gonna be a great night!,2018-11-06 16:17
8680390983,eamonn_higgy,Can't wait,2018-11-06 16:54
1680655462,kadelft,All the best Cormac✌️,2018-10-31 18:39
1226046814,lucaballatori,Waiting for you in Italy,2018-11-01 14:44
6337360310,mrbigtwinhamburg,👻have fun everybody 🤘,2018-10-31 20:41
8680390983,eamonn_higgy,👻👻Rock on,2018-11-01 00:00
533295332,addedcolor,🙌!!!!,2018-11-17 18:41
3025944,sebastian.ssundberg,One of my all time favorite albums! I've listened to it countless times and it's still as awesome as the first time I heard it!,2018-10-25 09:37
272129584,cornelis01,Great album 🤘🤘,2018-10-25 11:04
176639500,highvoltagerandr,Awesome album!! I feel sometimes it’s a bit of an unappreciated one (maybe it’s just me 🤔) but in my opinion one of the best!! 😎🤘,2018-10-25 11:44
2219232825,philip.salkeld,Here’s hoping for more to come in 2019,2018-10-25 11:54
6337360310,mrbigtwinhamburg,😁👍👍fantastic album..great work..hope for much more in the future.. you guys rock!!!,2018-10-25 12:37
235526062,moorsey93,New tour soon guys?,2018-10-25 12:50
6982554619,davrockt,I love this album! Hope you come back to Austria 🤘🔊,2018-10-25 13:35
1455062522,anita_tnt,When are you coming back to Madrid??? @theanswerrock,2018-10-25 14:04
3276926892,_em.wu_,Looks like it was fun 🤘 cheers Guys!,2018-10-25 14:41
3569046293,nevthompson666,Brilliant album 🤘🤘,2018-10-25 17:17
200894657,carlosnovais1,I miss you guys! Come back to America!!,2018-10-25 18:20
272416813,creativospluss,🤘🤘🤘🤘👍,2018-10-25 19:19
193197070,vikingmoonracer,Love that album. I feel it doesn’t get the credit it deserves,2018-10-25 23:06
5826237116,rockspirit_greece,🔥🔥🔥👍,2019-11-23 23:26
291280189,alaina_rockchic,See you this weekend!!! 🎶,2017-02-23 14:31
39301254,keanekerryanne,See ye tomorrow 🤘,2017-02-23 14:46
2271851045,ravinerband,YES ✔️💜,2017-02-24 17:49
1455742884,cherry__coloured__funk,Look forward to seeing you in Cardiff on Wednesday! 🎸🎤🤓,2017-02-24 21:54
1722201291,lynn_ann_mathias,See you guys in Cardiff  on Wednesday  Xxx,2017-02-24 21:56
2271851045,ravinerband,YES ✔️💜,2017-02-24 17:49
1455742884,cherry__coloured__funk,Look forward to seeing you in Cardiff on Wednesday! 🎸🎤🤓,2017-02-24 21:54
1722201291,lynn_ann_mathias,See you guys in Cardiff  on Wednesday  Xxx,2017-02-24 21:56
2271851045,ravinerband,💜,2017-02-24 17:49
281726085,johnvlandry,Cheers!! 🍻🍺🍻,2017-02-24 18:03
3276926892,_em.wu_,Cheers Guys😊🤘,2017-02-24 18:48
2130000157,jonnymccord,Bring on tomorrow night 🤘,2017-02-24 19:55
30470551,oonagh76,Im sure your gig was amazing love you guys @theanswerrock  #dpkforlife #livingthedream #inthisland #solas,2017-02-25 23:37
2011319066,little_dave_belfast,Great night guys! Many thanks.,2017-02-26 00:18
2130000157,jonnymccord,Awesome night!! Deaf today but worth it. Lol @theanswerrock,2017-02-26 08:31
349036542,superbusymum,Epic gig guys!! x,2017-02-26 10:56
3569046293,nevthompson666,Amazing gig!!,2017-02-26 11:36
1833727393,jacquimc26,Brilliant night thank you!,2017-02-26 12:11
2194574743,mark_thompson_pix,I've seen many great Answer shows over the years but I can honestly say that topped them all last night....Simply fantastic !,2017-02-26 14:56
1722201291,lynn_ann_mathias,See you guys in Cardiff. . XXX,2017-02-26 17:36
2126133198,rowenadavies,Am coming to find you x x x riding a bus through your beautiful country right now...nearly there I think x x x,2017-02-25 15:26
1455062522,anita_tnt,Happy bday @theanswerpm,2018-11-22 15:43
2158147543,jowoodfield,Yay!! Have a fab birthday Paul 🎉 🎶🍾🎸🎸🎵🎼x,2018-11-22 16:36
1680655462,kadelft,Heureux Anniversaire Paul ✌️,2018-11-22 16:53
1512078824,thomask_81,Happy birthday 🎸🎵😎,2018-11-22 17:18
1201571010,penasku,Feliz cumple chaval 🎉🤡,2018-11-22 18:18
1979268404,themrskateray,Happy birthday @theanswerpm 😊,2018-11-22 18:26
176156040,animal2901,Happy birthday @theanswerpm 🍻🍻🍻 #guitarlegend #rockgod,2018-11-22 19:30
205898834,sunflower210,Happy Birthday ~ come back to Texas and jam!! 🎶🤩,2018-11-22 20:23
6337360310,mrbigtwinhamburg,Have a wonderful evening..😁🤘,2018-11-22 20:25
2302588469,rogernee,"Happy Birthday Bro , make it a messy wan!!! 😜🎂🔊🍺",2018-11-22 21:04
2308770706,norbeyisalvarez,🔥🔥🔥🔥💙 Yeah.,2018-11-23 03:44
39881845,gideonhogan,Happy birthday Paul! 🎂🥂🎉,2018-11-23 08:16
500802186,debbywebbyrocks,Ooo nice shot! 😉😆,2018-11-23 13:21
3525818713,vakilandophotos,Happy birthday!🎉,2018-11-23 17:20
515464886,rahelilla,Happy birrrrthday!!! Kisses from Spain 🤘🏻,2018-11-23 21:43
496854424,concoursedetailingservices,Happy birthday have a great day..🍻🍻🎂🎂🎂🎈🎈🎈🍾🎸🎼🤘,2018-11-28 10:42
17683759918,til_hippocampe,Hi! I love your guitar sound. Did you release some tab book? I'd love to play Nowhere Freeway or Lights are down. I have a marshall dsl20c but it's not as great as your album's sounds.,2021-04-08 12:18
1455062522,anita_tnt,Happy bday @theanswerpm,2018-11-22 15:43
2158147543,jowoodfield,Yay!! Have a fab birthday Paul 🎉 🎶🍾🎸🎸🎵🎼x,2018-11-22 16:36
1680655462,kadelft,Heureux Anniversaire Paul ✌️,2018-11-22 16:53
1512078824,thomask_81,Happy birthday 🎸🎵😎,2018-11-22 17:18
1201571010,penasku,Feliz cumple chaval 🎉🤡,2018-11-22 18:18
1979268404,themrskateray,Happy birthday @theanswerpm 😊,2018-11-22 18:26
176156040,animal2901,Happy birthday @theanswerpm 🍻🍻🍻 #guitarlegend #rockgod,2018-11-22 19:30
205898834,sunflower210,Happy Birthday ~ come back to Texas and jam!! 🎶🤩,2018-11-22 20:23
6337360310,mrbigtwinhamburg,Have a wonderful evening..😁🤘,2018-11-22 20:25
2302588469,rogernee,"Happy Birthday Bro , make it a messy wan!!! 😜🎂🔊🍺",2018-11-22 21:04
2308770706,norbeyisalvarez,🔥🔥🔥🔥💙 Yeah.,2018-11-23 03:44
39881845,gideonhogan,Happy birthday Paul! 🎂🥂🎉,2018-11-23 08:16
500802186,debbywebbyrocks,Ooo nice shot! 😉😆,2018-11-23 13:21
3525818713,vakilandophotos,Happy birthday!🎉,2018-11-23 17:20
515464886,rahelilla,Happy birrrrthday!!! Kisses from Spain 🤘🏻,2018-11-23 21:43
496854424,concoursedetailingservices,Happy birthday have a great day..🍻🍻🎂🎂🎂🎈🎈🎈🍾🎸🎼🤘,2018-11-28 10:42
17683759918,til_hippocampe,Hi! I love your guitar sound. Did you release some tab book? I'd love to play Nowhere Freeway or Lights are down. I have a marshall dsl20c but it's not as great as your album's sounds.,2021-04-08 12:18
2126133198,rowenadavies,Awesome! -do they still put worms in Tequila?,2017-02-05 16:58
2234145913,l.a.soto,"Please guys come to  Guadalajara, you are so close, we wanna see and Hear you. 👌",2017-02-05 17:09
205898834,sunflower210,Salad!! ✌🏻,2017-02-05 23:09
16107894,paul_nixon,Cormo rockin' a Matt Forte jersey?,2017-02-06 00:31
205898834,sunflower210,Come to Hawaii!!! #aloha,2017-02-06 01:19
199893585,charlieaces,@theanswerrock you touring either New York or Pennsylvania in 2017?,2017-02-06 02:05
3612359024,matt_fitzsimons,Tell Mickey to bate the cream on lol,2017-02-06 14:30
3525818713,vakilandophotos,Have fun. Hope to see toy again soon! 🎸,2017-02-05 21:46
205898834,sunflower210,Cheers!! ✌🏻,2017-02-05 23:07
281726085,johnvlandry,Damn.. I should jump on a plane and have a bee with y'all.. 😜🍻,2017-02-06 17:57
6337360310,mrbigtwinhamburg,🤘wow..young and wild ...like today😁👍,2018-11-15 18:17
3779027127,juliamilling,Great times,2018-11-15 18:20
3663266496,anveu,Saw you guys 2009 in Dortmund! So great!!! 🤘🏼,2018-11-15 18:20
3276926892,_em.wu_,Oh nooooo🤘😜 almost the same😉🤘🙌 almost😉,2018-11-15 18:29
1487303538,daz_english,Thankfully the peace process decommissioned @corporalcormo s lustrous hair.,2018-11-15 19:19
3284021451,yateswesley64,I fondly remember seeing you guys opening for AC/DC in Oberhausen in 2009! Great show!,2018-11-15 19:47
2302588469,rogernee,Wee young heads on Yis!!! 👶👶👶👶,2018-11-15 21:25
8680390983,eamonn_higgy,And still rocking like mad 🤘🤘,2018-11-15 21:44
5349417869,kevin_lee63,Love this band!!!!,2018-11-15 23:04
2158147543,jowoodfield,10 years ago?? 😊😊🤠😕Xx,2018-11-15 23:12
1619493772,shonacuttphotography,I forgot Cormo has a face under that beard!,2018-11-15 23:16
315829590,senorhoot,412 days of Rn’R cd/dvd is so awesome,2018-11-16 04:57
8228884823,bloodaxevikings,fooking awesome band !,2018-11-16 11:22
