User Id,Username,Comment Text,Date,sentiment,predicted_emotion
4680862085,ameliamoo_xo,Wish I was there,2018-05-07 09:15,positive,desire
6087902438,conormarcusmusic,Ty ,2018-05-07 09:16,positive,neutral
4244802638,thefancyfoxni,Your a wee star ,2018-05-07 09:18,positive,admiration
1229653017,lynds_fulham,Amazing! Superstar ⭐️,2018-05-07 09:38,positive,admiration
4105690503,charliehanlon_,Oh mate so annoyed I missed it I was there all day Friday and Saturday with the pyc hope it went well,2018-05-07 10:07,positive,annoyance
19116799,thegarc,Amazing ,2018-05-07 11:03,positive,admiration
6087902438,conormarcusmusic, I know Amelia and Lucy were sayin abt it,2018-05-07 11:41,positive,neutral
1041389140,jackbrocilli,You absolutely smashed we were all in awe well done,2018-05-07 14:06,positive,admiration
4024213878,tommymerriman02,Well done mate u were fuckin class 👍,2018-05-07 14:08,positive,admiration
1415446018,jamie.ryan_,"Keep it up man, I was amazed by you’re talent. Keep it because you are going places!",2018-05-07 14:08,neutral,admiration
618212400,jordyn_wils,You were amazing and everyone loved your songs well done 💕,2018-05-07 14:09,neutral,admiration
1664504853,niamh.moreland,"You're so talented, we all loved you and your songs!💞",2018-05-07 14:15,positive,love
2238522390,aishaoladipupo_,Well done Conor can’t wait to see you perform again soon!! You were amazing💜,2018-05-07 14:20,positive,admiration
1548032677,elishatumelty,"Well done Conor, you were absolutely brill. You’re definitely going to go so far you’re so talented!❤️",2018-05-07 16:40,positive,admiration
329828932,saz_767,You’re beyond adorable with a frickin’ incredible voice!!!! Loved singing and dancing alongside you 💓,2018-05-08 21:48,positive,admiration
6087902438,conormarcusmusic, thanks so much,2018-05-08 22:06,positive,gratitude
6087902438,conormarcusmusic,Sorry for the mic quality on my phone 😂,2019-02-12 20:06,positive,remorse
6087902438,conormarcusmusic,Sorry for the mic quality on my phone 😂,2019-02-12 20:06,positive,remorse
1904449559,harryhatcherrr,Yassssss,2019-02-12 20:10,positive,neutral
1904449559,harryhatcherrr,Yassssss,2019-02-12 20:10,positive,neutral
7665885821,pheobielola,Literally my fav song atm x,2019-02-12 20:30,positive,love
7665885821,pheobielola,Literally my fav song atm x,2019-02-12 20:30,positive,love
7665885821,pheobielola,Sounds amazing ! X,2019-02-12 20:31,positive,admiration
7665885821,pheobielola,Sounds amazing ! X,2019-02-12 20:31,positive,admiration
3890188466,shannon_wilsonnn, obsessedddddd,2019-02-12 20:38,positive,neutral
3890188466,shannon_wilsonnn, obsessedddddd,2019-02-12 20:38,positive,neutral
6087902438,conormarcusmusic, yeo,2019-02-12 20:42,negative,neutral
6087902438,conormarcusmusic, thanks,2019-02-12 20:42,positive,gratitude
6087902438,conormarcusmusic, thanks,2019-02-12 20:42,positive,gratitude
6087902438,conormarcusmusic, same here!,2019-02-12 20:42,positive,neutral
